40.7921896,-73.9382043
40.8009838,-73.9317793
40.7313474,-73.9825664
40.7368909,-73.9785403
40.7488432,-73.9700069
40.7614857,-73.9606064
40.776876,-73.9493739
40.783286,-73.9447038
40.7313474,-73.9825664
40.7229826,-73.9885359
40.7596294,-73.9954862
40.7560399,-74.0028277
40.7543961,-73.9817833
40.7569736,-74.0048004
40.7620183,-74.0010207
40.7715305,-73.9942053
40.8027602,-73.9335801
40.7379023,-73.9809241
40.7460738,-73.9749362
40.7498231,-73.9722048
40.7542526,-73.968978
40.7599874,-73.9648206
40.7606085,-73.964337
40.7688123,-73.9583796
40.7701262,-73.9574063
40.732349,-73.9849373
40.8637,-73.9170684
40.7332926,-73.9871815
40.7453063,-73.9984746
40.7457263,-73.9781163
40.7507757,-73.9744533
40.755217,-73.9712403
40.7602719,-73.9675409
40.7332926,-73.9871815
40.7816577,-73.9600147
40.7127753,-74.0059728
40.7127753,-74.0059728
40.7415708,-73.9895773
40.7484616,-73.9845699
40.7534887,-73.9808774
40.7560369,-73.979021
40.757906,-73.9776394
40.7629678,-73.9739567
40.7643054,-73.9730038
40.7680282,-73.9702767
40.7686554,-73.9698225
40.7802148,-73.9613768
40.7815332,-73.9604135
40.7879094,-73.9557764
40.7127753,-74.0059728
40.737368,-73.9968432
40.742903,-73.9927978
40.7498204,-73.9877646
40.7548348,-73.9841001
40.7643344,-73.9771918
40.7650007,-73.9766991
40.7280353,-74.0030307
40.8216147,-73.9389845
40.7441135,-73.9956495
40.751018,-73.9906267
40.7567248,-73.9864382
40.7604875,-73.9837168
40.7635961,-73.9814344
40.7655327,-73.9800175
40.739767,-74.0025172
40.7521996,-73.9934465
40.7572517,-73.9897885
40.7616556,-73.9865591
40.7667278,-73.982875
40.7677183,-73.982104
40.7453063,-73.9984746
40.7465137,-74.0013655
40.7534056,-73.9963183
40.7553261,-73.9949879
40.7584443,-73.9926275
40.7628703,-73.98942
40.7679294,-73.9857133
40.7994071,-73.955214
40.7191053,-73.9902793
40.7193053,-73.9900691
40.8461712,-73.9323279
40.7786086,-73.9816391
40.7876872,-73.9750135
40.8133758,-73.9562662
40.8480972,-73.9309126
40.7710517,-73.9871426
40.7175486,-73.9993157
40.7127753,-74.0059728
40.7127753,-74.0059728
40.7127753,-74.0059728
40.717981,-73.90356
40.7127753,-74.0059728
